x,y,z
-8.138077197032912,-6.979847268010204,-2.0646588207488588
8.231402214062225,-5.532266712716227,-0.5713189744703051
-6.9264626765633786,3.642566318643471,8.034258450684725
-4.834017167770348,5.283445702563194,-8.246555024621813
5.180544490571371,-0.6381186077734,1.7555937341869452
-7.0406533341026805,1.213388759999992,0.5571446968730243
-7.883727686923676,4.214800433333661,-2.61548520620498
-1.072343188655081,8.633856218964851,9.886665914567246
-8.171028582065759,4.2369798670372045,2.477073878437759
-8.11187917964978,4.606097217887399,-9.14792806716658
3.776052866093911,-8.332764723776837,-8.907999169240934
7.887907930763813,4.0658246917659735,-4.381793634978653
7.961917218230823,-6.1518226973492895,-1.8587334633325963
5.462429388113453,-4.164502985561467,-9.646429825847527
9.079230042759132,-4.608544802865591,9.661004150900386
-2.929501315195324,-3.669552028047562,5.929659106103962
8.878444310851947,-1.7128485570616547,7.8475859801603285
9.141341734502767,2.9595040761803517,-9.724099950387648
-8.204412821275447,-5.476874113919803,3.3763776189854884
-9.518589329363651,2.5160538150127802,-8.796006806779221
-1.963898837229225,-2.5281530013695352,5.732505131699654
2.291609979860155,-1.7622991106061363,4.635617391216922
-9.173976696608293,-3.0959359988338946,-3.5078256748492027
8.253487789328965,5.765052317379986,-9.660561239758827
-7.182461685078854,9.453650583927935,-3.6268364702382687
1.6126737716281703,-0.9518046223833547,-4.8064732163302075
-8.300819421537655,0.7611968420215511,7.641831218876909
1.3128248509433185,-4.264154159437865,4.681790838711585
-5.2679589695743045,-2.961753050754403,-9.993337373467243
9.275901065238202,-0.7855431276915752,2.7772487558682446
5.074110833058432,-5.185073726491036,3.4338710842270626
-7.33583730395587,-6.092947316812065,-1.2744037468736913
7.328490117434242,0.9777169052398129,-0.7119960627926964
1.464996912980851,-2.7150614088581237,4.643177091098952
-0.0815889044061322,-1.4380693371204458,0.6994916065846386
8.686988879390736,-2.5638570670583505,-1.6187741714147474
-1.3274146469814916,0.3802521882445866,-7.45284042274103
-0.2783132629135068,7.72607364619353,9.359578326957415
7.601401618260269,-8.03211931563732,9.418562703266463
-2.115526618369139,7.4119711977850855,-5.33537180308028
-5.056782364080039,-3.5736915024161764,-7.197820336869338
0.4179605729038798,-8.400629630569092,-7.228190330909639
8.242938224916617,-2.0433875771106846,7.350180413765514
-9.462459901016196,8.103333991507714,1.6043075774966589
1.2854302325752798,6.204276600349516,-7.986126902089703
4.571918519829461,-0.27976035777880703,-8.805833304838771
3.4222767265051406,-1.1765159718236688,-0.5592096819113728
-3.432134119794643,1.8681404378022748,8.75035175016049
2.0301174452887167,4.1937663933060865,-0.7343004149287218
-8.187350413653709,-3.533752777000167,9.235614711169905
9.254318847387594,0.3298580548943537,6.880479255820447
5.615827277540271,9.639457030467444,4.641412049163485
3.9853368728089187,1.547239982492476,-4.2058966591510805
-9.539606127414784,-4.5904207301378435,-9.453650449058834
0.4841150230438913,-3.910609737375328,-9.289151940413143
0.9416523540551545,9.502822002993582,0.899179357886176
6.1067250748421245,-0.7836995534392628,2.801384678366512
2.5971642797199834,-0.48374027738155867,-8.732532739722972
-4.932021093532488,-2.8501798425850637,-6.34263514280452
-4.551235610503088,5.395356638467174,-9.82819777785651
-1.6478518200693024,9.930211850683207,-8.349608558502645
4.569145419178714,-2.8401435571466145,-8.116832244345138
4.283948360668292,-6.866398345157223,-3.656910177151776
-8.901928612962601,-1.713634497378731,9.582305101737862
1.1839651123145156,-0.11984790399523426,5.041374843617234
-9.714936608532165,-2.5437237342512953,-3.958010447234301
-1.732328606404982,-5.099498077228559,0.6601151149277449
8.141045691550708,0.1721597210032062,7.892434220711266
1.6578908031881383,6.505022011131135,-5.717086079236524
-9.757086927017838,2.534640794966915,-4.242301463174439
4.8654789475857,3.268419555438564,-9.098805562829622
